a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22,x23,y24,
162,0,1,global,killstreak_30_no_scorestreaks,CHALLENGE_DARK_OPS_KILLSTREAK_30_NO_SCORESTREAKS,5000,,,,,0,EM_BACK_DARK_OPS_killstreak_30_no_scorestreaks,,,,darkops,,,,,,,,,
163,0,6,global,weapons_mastery,CHALLENGE_DARK_OPS_ALL_DIAMOND_WEAPONS,10000,,,camo_darkmatter,,0,EM_BACK_DARK_OPS_all_diamond_weapons,,,,darkops,,,,,,,,,
164,0,21,global,completed_all_challenges,CHALLENGE_DARK_OPS_COMPLETED_ALL_CHALLENGES,10000,,,,calling_card_breadcrumb_fix,0,EM_BACK_DARK_OPS_completed_all_challenges,,,,onehundredpercent,,1,,1,,,,,
165,0,1,global,destroy_hcxd_with_hatchet,CHALLENGE_DARK_OPS_DESTROY_HCXD_WITH_HATCHET,2500,,,,,0,EM_BACK_DARK_OPS_destroy_hcxd_with_hatchet,,,,darkops,,,,,,,,,
166,0,1,global,dr_lung,CHALLENGE_DARK_OPS_DR_LUNG,2500,,,,,0,EM_BACK_DARK_OPS_dr_lung,,,,darkops,,,,,,,,,
167,0,1,global,kill_entire_team_with_specialist_weapon,CHALLENGE_DARK_OPS_KILL_ENTIRE_TEAM_WITH_SPECIALIST_WEAPON,2500,,,,,0,EM_BACK_DARK_OPS_kill_entire_team_with_specialist_weapon,,,,darkops,,,,,,,,,
168,0,1,global,kill_enemy_5_teammates_assists,CHALLENGE_DARK_OPS_KILL_ENEMY_5_TEAMMATES_ASSISTS,2500,,,,,0,EM_BACK_DARK_OPS_kill_enemy_5_teammates_assists,,,,darkops,,,,,,,,,
169,0,10,hero,kills,CHALLENGE_SPECIALIST_MEDALS,500,,,,,15,,,,,weapons,,,,,,,,,
170,1,25,hero,kills,CHALLENGE_SPECIALIST_MEDALS,1000,,,,,15,,,,,weapons,,,,,,,,,
171,2,50,hero,kills,CHALLENGE_SPECIALIST_MEDALS,2500,,,,,15,,,,,weapons,,,,,,,,,
172,3,75,hero,kills,CHALLENGE_SPECIALIST_MEDALS,5000,,,,,15,,,,,weapons,,,,,,,,,
173,4,100,hero,kills,CHALLENGE_SPECIALIST_MEDALS,7500,,,,mastery_hero_weapon,15,EM_BACK_SPECIALIST_MEDALS_,,,,weapons,,,,,1,,,,
174,0,2,global,MULTIKILL_2_WITH_HEROWEAPON,CHALLENGE_SPECIALIST_DOUBLEKILL,500,,,,,15,,,,,weapons,,,,,,,,,
175,1,10,global,MULTIKILL_2_WITH_HEROWEAPON,CHALLENGE_SPECIALIST_DOUBLEKILL,750,,,,,15,,,,,weapons,,,,,,,,,
176,2,20,global,MULTIKILL_2_WITH_HEROWEAPON,CHALLENGE_SPECIALIST_DOUBLEKILL,1000,,,,mastery_hero_weapon,15,EM_BACK_SPECIALIST_MEDALS_amped,,,,weapons,,,,,,,,,
177,0,2,global,MULTIKILL_3_WITH_HEROWEAPON,CHALLENGE_SPECIALIST_TRIPLEKILL,500,,,,,15,,,,,weapons,,,,,,,,,
178,1,10,global,MULTIKILL_3_WITH_HEROWEAPON,CHALLENGE_SPECIALIST_TRIPLEKILL,750,,,,,15,,,,,weapons,,,,,,,,,
179,2,20,global,MULTIKILL_3_WITH_HEROWEAPON,CHALLENGE_SPECIALIST_TRIPLEKILL,1000,,,,mastery_hero_weapon,15,EM_BACK_SPECIALIST_MEDALS_stoked,,,,weapons,,,,,,,,,
180,0,10,global,kill_specialist_with_specialist,CHALLENGE_SPECIALIST_KILL_SPECIALIST_WITH_SPECIALIST,2500,,,,mastery_hero_weapon,15,EM_BACK_SPECIALIST_MEDALS_powerstruggle,,,,weapons,,,,,,,,,
181,0,12,global,mastery_hero_weapon,CHALLENGE_SPECIALIST_MASTERY,10000,,,,completed_all_challenges,15,EM_BACK_SPECIALIST_MEDALS_master,,,,weapons,,1,,1,,,,,
182,0,10,global,medal_focus_earn_scorestreak,CHALLENGE_ABILITIES_FOCUS_EARN_SCORESTREAK,500,,,,,15,,,,,abilities,,,,,,,,,
183,1,25,global,medal_focus_earn_scorestreak,CHALLENGE_ABILITIES_FOCUS_EARN_SCORESTREAK,1000,,,,,15,,,,,abilities,,,,,,,,,
184,2,50,global,medal_focus_earn_scorestreak,CHALLENGE_ABILITIES_FOCUS_EARN_SCORESTREAK,2500,,,,,15,,,,,abilities,,,,,,,,,
185,3,75,global,medal_focus_earn_scorestreak,CHALLENGE_ABILITIES_FOCUS_EARN_SCORESTREAK,5000,,,,,15,,,,,abilities,,,,,,,,,
186,4,100,global,medal_focus_earn_scorestreak,CHALLENGE_ABILITIES_FOCUS_EARN_SCORESTREAK,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_focus_earn_scorestreak,,,,abilities,,,,,,,,,
187,0,10,global,medal_speed_burst_kill,CHALLENGE_ABILITIES_SPEED_BURST_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
188,1,25,global,medal_speed_burst_kill,CHALLENGE_ABILITIES_SPEED_BURST_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
189,2,50,global,medal_speed_burst_kill,CHALLENGE_ABILITIES_SPEED_BURST_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
190,3,75,global,medal_speed_burst_kill,CHALLENGE_ABILITIES_SPEED_BURST_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
191,4,100,global,medal_speed_burst_kill,CHALLENGE_ABILITIES_SPEED_BURST_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_speed_burst_kill,,,,abilities,,,,,,,,,
192,0,10,global,medal_kill_enemy_while_using_psychosis,CHALLENGE_ABILITIES_PSYCHOSIS_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
193,1,25,global,medal_kill_enemy_while_using_psychosis,CHALLENGE_ABILITIES_PSYCHOSIS_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
194,2,50,global,medal_kill_enemy_while_using_psychosis,CHALLENGE_ABILITIES_PSYCHOSIS_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
195,3,75,global,medal_kill_enemy_while_using_psychosis,CHALLENGE_ABILITIES_PSYCHOSIS_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
196,4,100,global,medal_kill_enemy_while_using_psychosis,CHALLENGE_ABILITIES_PSYCHOSIS_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_psychosis_kill,,,,abilities,,,,,,,,,
197,0,10,global,medal_vision_pulse_kill,CHALLENGE_ABILITIES_VISION_PULSE_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
198,1,25,global,medal_vision_pulse_kill,CHALLENGE_ABILITIES_VISION_PULSE_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
199,2,50,global,medal_vision_pulse_kill,CHALLENGE_ABILITIES_VISION_PULSE_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
200,3,75,global,medal_vision_pulse_kill,CHALLENGE_ABILITIES_VISION_PULSE_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
201,4,100,global,medal_vision_pulse_kill,CHALLENGE_ABILITIES_VISION_PULSE_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_vision_pulse_kill,,,,abilities,,,,,,,,,
202,0,10,global,medal_resurrect_kill,CHALLENGE_ABILITIES_RESURRECT_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
203,1,25,global,medal_resurrect_kill,CHALLENGE_ABILITIES_RESURRECT_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
204,2,50,global,medal_resurrect_kill,CHALLENGE_ABILITIES_RESURRECT_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
205,3,75,global,medal_resurrect_kill,CHALLENGE_ABILITIES_RESURRECT_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
206,4,100,global,medal_resurrect_kill,CHALLENGE_ABILITIES_RESURRECT_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_resurrect_kill,,,,abilities,,,,,,,,,
207,0,10,global,medal_flashback_kill,CHALLENGE_ABILITIES_FLASHBACK_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
208,1,25,global,medal_flashback_kill,CHALLENGE_ABILITIES_FLASHBACK_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
209,2,50,global,medal_flashback_kill,CHALLENGE_ABILITIES_FLASHBACK_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
210,3,75,global,medal_flashback_kill,CHALLENGE_ABILITIES_FLASHBACK_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
211,4,100,global,medal_flashback_kill,CHALLENGE_ABILITIES_FLASHBACK_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_flashback_kill,,,,abilities,,,,,,,,,
212,0,10,global,medal_optic_camo_kill,CHALLENGE_ABILITIES_OPTIC_CAMO_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
213,1,25,global,medal_optic_camo_kill,CHALLENGE_ABILITIES_OPTIC_CAMO_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
214,2,50,global,medal_optic_camo_kill,CHALLENGE_ABILITIES_OPTIC_CAMO_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
215,3,75,global,medal_optic_camo_kill,CHALLENGE_ABILITIES_OPTIC_CAMO_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
216,4,100,global,medal_optic_camo_kill,CHALLENGE_ABILITIES_OPTIC_CAMO_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_optic_camo_kill,,,,abilities,,,,,,,,,
217,0,10,global,medal_power_armor_kill,CHALLENGE_ABILITIES_POWER_ARMOR_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
218,1,25,global,medal_power_armor_kill,CHALLENGE_ABILITIES_POWER_ARMOR_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
219,2,50,global,medal_power_armor_kill,CHALLENGE_ABILITIES_POWER_ARMOR_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
220,3,75,global,medal_power_armor_kill,CHALLENGE_ABILITIES_POWER_ARMOR_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
221,4,100,global,medal_power_armor_kill,CHALLENGE_ABILITIES_POWER_ARMOR_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_power_armor_kill,,,,abilities,,,,,,,,,
222,0,10,global,medal_heatwave_kill,CHALLENGE_ABILITIES_HEATWAVE_KILL,500,,,,,15,,,,,abilities,,,,,,,,,
223,1,25,global,medal_heatwave_kill,CHALLENGE_ABILITIES_HEATWAVE_KILL,1000,,,,,15,,,,,abilities,,,,,,,,,
224,2,50,global,medal_heatwave_kill,CHALLENGE_ABILITIES_HEATWAVE_KILL,2500,,,,,15,,,,,abilities,,,,,,,,,
225,3,75,global,medal_heatwave_kill,CHALLENGE_ABILITIES_HEATWAVE_KILL,5000,,,,,15,,,,,abilities,,,,,,,,,
226,4,100,global,medal_heatwave_kill,CHALLENGE_ABILITIES_HEATWAVE_KILL,7500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_heatwave_kill,,,,abilities,,,,,,,,,
227,0,2,global,multikill_2_with_heroability,CHALLENGE_ABILITIES_MULTIKILL_2_WITH_HEROABILITY,500,,,,,15,,,,,abilities,,,,,,,,,
228,1,10,global,multikill_2_with_heroability,CHALLENGE_ABILITIES_MULTIKILL_2_WITH_HEROABILITY,1000,,,,,15,,,,,abilities,,,,,,,,,
229,2,20,global,multikill_2_with_heroability,CHALLENGE_ABILITIES_MULTIKILL_2_WITH_HEROABILITY,2500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_multikill_2_with_heroability,,,,abilities,,,,,,,,,
230,0,2,global,multikill_3_with_heroability,CHALLENGE_ABILITIES_MULTIKILL_3_WITH_HEROABILITY,500,,,,,15,,,,,abilities,,,,,,,,,
231,1,10,global,multikill_3_with_heroability,CHALLENGE_ABILITIES_MULTIKILL_3_WITH_HEROABILITY,1000,,,,,15,,,,,abilities,,,,,,,,,
232,2,20,global,multikill_3_with_heroability,CHALLENGE_ABILITIES_MULTIKILL_3_WITH_HEROABILITY,2500,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_multikill_3_with_heroability,,,,abilities,,,,,,,,,
233,0,50,global,death_dodger,CHALLENGE_ABILITIES_DEATH_DODGER,1000,,,,mastery_specialist_abilitites,15,EM_BACK_ABILITIES_death_dodger,,,,abilities,,,,,,,,,
234,0,12,global,mastery_specialist_abilitites,CHALLENGE_MASTERY_SPECIALIST_ABILITIES,10000,,,,completed_all_challenges,15,EM_BACK_ABILITIES_master,,,,abilities,,1,,1,,,,,
235,0,5,global,kill_before_specialist_weapon_use,CHALLENGE_KILLJOY_KILL_BEFORE_SPECIALIST_WEAPON_USE,500,,,,,15,,,,,killjoys,,,,,,,,,
236,1,10,global,kill_before_specialist_weapon_use,CHALLENGE_KILLJOY_KILL_BEFORE_SPECIALIST_WEAPON_USE,1000,,,,,15,,,,,killjoys,,,,,,,,,
237,2,25,global,kill_before_specialist_weapon_use,CHALLENGE_KILLJOY_KILL_BEFORE_SPECIALIST_WEAPON_USE,2500,,,,,15,,,,,killjoys,,,,,,,,,
238,3,50,global,kill_before_specialist_weapon_use,CHALLENGE_KILLJOY_KILL_BEFORE_SPECIALIST_WEAPON_USE,5000,,,,mastery_specialist_killjoy,15,EM_BACK_KILLJOY_kill_before_specialist_weapon_use,,,,killjoys,,,,,,,,,
